jacket saco
"cost a fortune" "valer un ojo de la cara"
"cross one's arm" "cruzarse de brazos"
"cross one's arm" "quedarse de brazos cruzados"
"cross one's arm" "rascarse la panza"
"cry like a baby" "estar hecho un mar de lágrimas"
"cry like a baby" "llorar a mares"
"cuckold somebody" "hacerle de chivo los tamales"
"cuckold somebody" "ponerle  cuernos"
"cuckold somebody" "quemar el rancho"
"cut classes" "capearse de clases"
"defend with all one's might" "defender a capa y espada"
"defend with all one's might" "defenderse como gato boca arriba"
"defend with all one's might" "defenderse como gato panza arriba"
die "descansar en paz"
die "estirar la pata"
die fallecer
die "irse de este mundo"
die morirse
die "pasar a mejor vida"
dismiss despedirle
dismiss echarlo
"dodge the issue" "lavarse las manos"
"dodge the issue" zafarse
double-cross "estar bien con Dios y con el diablo"
"earn one's living" "ganarse la vida"
"eat like a horse" "comer como cerdo"
"eat like a horse" hartar
exaggerate "agrandar las cosas"
exaggerate exagerar
exaggerate "ir muy lejos"
exaggerate "sacar de quicio"
"fall for it" "caer en la trampa"
"fall for it" "morder el anzuelo"
"fly off at a tangent" "irse por la tangente"
"fly off at a tangent" "irse por las ramas"
"fly off at a tangent" "salirse por la tangente"
"forget what one was about to say" "írsele el pájaro"
"forget what one was about to say" "írsele la onda"
"foul one's own nest" "escupir al cielo"
"gather money for a party" "hacer cooperacha"
"gather money for a party" "hacer cuchubal"
"gather money for a party" "hacer una colecta"
"get drunk" embolarse
"get drunk" "ponerse a verga"
"get into a fine mess" "meterse en camisa de once varas"
"get into a fine mess" "meterse en un berenjenal"
"get it straight from the horse's mouth" "saber de buena fuente"
"get it straight from the horse's mouth" "saber de primera mano"
"get out of the way" "quitar de en medio"
"get out of the way" "quitar de encima"
"get paunch" "echar barriga"
"get paunch" "echar panza"
"get paunch" "estar panzón"
"get soaked to the skin" empaparse
"get soaked to the skin" "quedar hecho sopa"
"get to the point" "hablar claro"
"get to the point" "ir al grano"
"get up on the wrong side of the bed" "levantarse con el pie izquierdo"
"get up on the wrong side of the bed" "levantarse de malas"
"get up very early" madrugar
"give someone the creeps" "dar miedo"
"give someone the creeps" "ponérsele los pelos de punta"
"give up" "darse por vencido"
"give up" rendirse
"give up" "tirar la toalla"
"go off" jalar
"go off" "poner los pies en polvorosa"
"go on the game" "dedicarse a la vida alegre"
"go peddle your papers" "mandar a freír espárragos"
"go peddle your papers" "mandar a la chingada"
"go peddle your papers" "mandar a la mierda"
"go peddle your papers" "mandar al diablo"
"go to enormous expense" "echar la casa por la ventana"
"go to enormous expense" "tirar la casa por la ventana"
"have a hard time" "sudar la gota gorda"
"have bats in the belfry" "estar chiflado"
"have nothing to do with something" "no tener nada que ver"
"have nothing to do with something" "no tener vela en el entierro"
"have one's head screwed on right" "ser pilas"
"have pull" "estar bien parado"
"have pull" "tener conectes"
"have pull" "tener cuello"
"have serious consequences" "acabar mal"
"have serious consequences" "tener cola"
"have someone by the neck" "tenerlo del pelo"
"have the upper hand" "llevar la voz cantante"
"have the upper hand" "llevar las riendas"
"have the upper hand" "tener voz y voto"
"have to do with" "tener que ver con"
"hit the nail on the head" "dar en el clavo"
"hit the nail on the head" "dar pie con bola"
"hush up" "echarle tierra"
"keep one's mouth shut" "no abrir la boca"
"keep one's mouth shut" "no decir esta boca es mía"
"keep one's mouth shut" "no decir ni esta boca es mía"
"keep someone in line" "guardar las distancias"
"keep someone in line" "poner a raya"
"kick the bucket" "colgar los tenis"
"kick the bucket" "estirar la pata"
"kick the bucket" "irse al otro mundo"
"kick the bucket" palmar
"kick up a row" "armar un escándalo"
"kick up a row" "armar una buena"
"kick up a row" "hacer un relajo"
"kill hunger" "matar el hambre"
"kill time" "hacer tiempo"
"kill time" "matar el tiempo"
"kill two birds with one stone" "matar dos pájaros de un tiro"
"know where the shoe pinches" "saber de qué pata cojea"
"know where the shoe pinches" "saber de qué pie cojea"
"know where the shoe pinches" "saber dónde le aprieta el zapato"
"lead a fast life" "andar  de parranda"
"leave no stone unturned" "hacer hasta lo imposible"
"leave no stone unturned" "hacer lo imposible"
"leave no stone unturned" "hacer todo lo posible"
"leave no stone unturned" "mover cielo y tierra"
"live on another" "ser maceta"
"live on another" "ser macizo"
"look out of the corner of one's eye" "mirar de reojo"
"loosen one's tongue" "no tener pelos en la lengua"
"loosen one's tongue" "ser lengua larga"
"loosen one's tongue" "soltar la lengua"
"lose one's mind" "perder el control"
"lose one's mind" "perder los estribos"
"lose one's mind" "perder el juicio"
"lose one's mind" "perder la cabeza"
"lose one's mind" "perder la chaveta"
"lose one's mind" "perder la razón"
"make a mistake" "meter las patas"
"make advances to a woman" "echarle los perros"
"make fly off the handle" "sacar de sus casillas"
"make great efforts to get something" "echarle huevos"
"make great efforts to get something" "sacarse la madre"
"make great efforts to get something" "sudar la gota gorda"
"make one mistake after another" "no dar pie con bola"
"make one's way through" "abrir paso"
"make one's way through" "allanar el camino"
"make one's way through" "hacer cancha"
"make trouble" "meter cizaña"
"manage to" arreglárselas
"manage to" ingeniarselas
miss "echar de menos"
miss extrañar
miss "hacerle falta"
"not be fit to a candle to" "no estar a la altura de"
"not be fit to a candle to" "no llegarle  a la suela del zapato"
"not be fit to a candle to" "no llegarle a los talones"
"not to give a damn" "no importar un comino"
"not to give a damn" "no importarle un bledo"
"not to know the first thing" "no distinguir lo blanco de lo negro"
"not to know the first thing" "no saber ni cómo se llama"
"not to know which way to turn" "caérsele la cara de vergüenza"
"not to know which way to turn" "morir de vergüenza"
"not to know which way to turn" "no saber dónde meterse"
"not to know which way to turn" "querer que se lo trague la tierra"
"not to understand a word of it" "no saber ni papa"
"not to understand a word of it" "no tener ni idea"
"not to understand a word of it" "no tener ni puta idea"
"occur very frequently" "el pan nuestro de cada día"
"occur very frequently" "un día sí y el otro también"
oppose contradercirle
oppose "llevarle la contraria"
"out of the frying pan and into the fire" "de mal en peor"
"out of the frying pan and into the fire" "huir de las llamas para caer en las brasas"
"out of the frying pan and into the fire" "saltar del sartén a las brasas"
"pass by without stopping" "pasar de largo"
"pass by without stopping" "seguir de largo"
"pay up" "aflojar el billete"
"play a dirty trick" "hacerle una mala pasada"
"play a dirty trick" "jugarle una mala pasada"
"prick up one's ears" "parar la oreja"
"prick up one's ears" "ser todo oídos"
"pull a fast one on somebody" "dar atole con el dedo"
"pull all one's eggs in one basket" "jugarse el todo por el todo"
"pull all one's eggs in one basket" "poner todos los huevos en una  canasta"
"pull someone's leg" "tomarle el pelo"
"pull someone's leg" vacilar
"pull the chestnuts out of fire" "echarle una mano"
"pull the chestnuts out of fire" "sacar las castañas del fuego"
"put one's finger on it" "dar en el blanco"
"put one's finger on it" "poner el dedo en la llaga"
"put one's foot down" "pararlo en seco"
"put one's foot in it" cagarla
"put one's foot in it" "meter la pata"
"put one's foot in it" "meter las patas"
"put someone on the carpet" "halar las orejas"
"rack one's brains" "darle vueltas a la cabeza"
"rack one's brains" "quebrarse la cabeza"
"rack one's brains" "romperse la cabeza"
"rain bucketsful" diluviar
"rain bucketsful" "llover a cántaros"
"rain bucketsful" "llover a chaparrones"
"rain bucketsful" "llover torrencialmente"
realize "caer en  cuenta"
realize "darse cuenta"
"remain an old maid" "quedarse para vestir santos"
"run away" "hacerse humo"
"run away" largarse
"run away" "salir hecho pistola"
"run like a hare" "correr como alma que lleva el diablo"
"run smoothly" "ir sobre ruedas"
"run smoothly" "ir viento en popa"
"run someone down" "poner como trapo"
"run the risk" "arriesgarlo todo"
"run the risk" "poner todos los huevos en la misma canasta"
"say to oneself" "decir para sí mismo"
"say to oneself" "decir para sus adentros"
"sell a pig in a poke" "dar gato por liebre"
"set the table" "poner la mesa"
"show off" "darse importancia"
"show one's true colors" "mostrar el cobre"
"sit on the fence" "estar entre dos aguas"
"sit on the fence" "verse entre la espada y la pared"
"sleep on it" "consultar con la almohada"
"sleep on it" "consultarlo con la almohada"
soft-soap chaquetearle
soft-soap "hacerle la corte"
soft-soap "sobarle la leva"
spy "seguir la pista"
"stand someone" "no poder aguantar a alguien"
"stand someone" "no poder tragar a alguien"
"stand someone" "no poder ver"
"stand someone" "no poder ver ni en pintura"
"stick one's nose in other's business" entrometerse
"stick one's nose in other's business" "meter la nariz"
"stick one's nose in other's business" "ser metiche"
"suffer from a hangover" "estar de goma"
"suffer from a hangover" "tener goma"
"swear a blue streak" "echar  sapos y culebras"
"take down a peg, to humble" "bajarle los humos"
"take it lying down" "aguantar carros y carretas"
"take it lying down" "aguantar el chaparrón"
"take it lying down" "aguantar lo que venga"
"take the bull by the horns" "agarrar el toro por los cuernos"
"take the intervening day off" "hacer puente"
"take to one's heels" "apretar los talones"
"talk turkey" "ander sin rodeos"
"talk turkey" "decir las cosas por su nombre"
"talk turkey" "hablar a calzón quitado"
"talk turkey" "hablar claro"
"talk turkey" "hablar sin pelos en la lengua"
"talk turkey" "llamar al pan, pan y al vino, vino"
"talk turkey" "llamar las cosas por su nombre"
"tod someone's footsteps" "no dejar ni a sol ni a sombra"
"tod someone's footsteps" "no dejar ni respirar"
"trap someone" "minarle el terreno"
"trap someone" "poner trabas"
"try one's luck" "probar suerte"
"try to get blood from a turnip" "bajar cielo y tierra"
"try to get blood from a turnip" "pedir peras al olmo"
"turn a blind eye" "hacer la vista gorda"
"turn a deaf ear" "hacerse el desentendido"
"turn a deaf ear" "hacerse el loco"
"turn a deaf ear" "hacerse el tonto"
"turn one's back on someone" "darle la espalda"
"turn out contrary to expectations" "dar la vuelta la tortilla"
"turn something to one's advantage" aprovecharse
"turn something to one's advantage" "buscar su propio beneficio"
"turn something to one's advantage" "llevar el agua a su molino"
"wed after the woman has become pregnant" "casarse porque metió las patas"
wink "hacer ojo pache"
"wrap someone around one's little finger" "echarse a la bolsa"
"wrap someone around one's little finger" "echarse al bolsillo"
"shrink back" achicopalarse
"shrink back" acobardarse
"shrink back" ahuevarse
"shrink back" rajarse
fight pelear
"eat too much" atascarse
"eat too much" atracarse
"eat too much" hartarse
"get angry" encabronarse
"get angry" enojarse
"get angry" "ponerse bravo"
junk cachivaches
junk chunches
drizzle chipichipi
drizzle llovizna
pseudo-rifined muco
pseudo-rifined shumo
sad achicopalado
sad acongojado
sad apesadumbrado
sad triste
sleep cabecear
sleep "cerrársele los ojos"
sleep dormir
sleep dormitar
sleep pestañear
vulture zope
vulture zopilote
football fútbol
forward delantero
"goal scorer" goleador
"center half" centrocampista
"center half" mediocampista
fullback defensa
goalkeeper arquero
goalkeeper guardameta
goalkeeper portero
cheeks cachetes
cheeks mejillas
"adam's apple" manzana
